actual,predicted,error,abs_error
634858.74,157256.98354045994,477601.75645954005,477601.75645954005
694930.5300000001,217795.65394343893,477134.87605656125,477134.87605656125
618354.88,141721.80324857778,476633.07675142225,476633.07675142225
998950.2599999995,523547.7689880946,475402.49101190496,475402.49101190496
629279.6700000002,154020.81813677808,475258.8518632221,475258.8518632221
1089615.7999999996,614600.0394370076,475015.76056299196,475015.76056299196
830118.2799999998,355360.29072070395,474757.98927929584,474757.98927929584
1056663.2199999993,582144.380434311,474518.8395656883,474518.8395656883
687163.2699999997,213954.89423191996,473208.3757680797,473208.3757680797
695405.51,223042.84674438316,472362.66325561685,472362.66325561685
588526.2000000001,116372.36245511755,472153.83754488255,472153.83754488255
531077.36,1002872.991959452,-471795.63195945206,471795.63195945206
1242932.23,772376.6918348217,470555.53816517827,470555.53816517827
553874.7399999996,83991.7838580394,469882.9561419602,469882.9561419602
600150.7400000003,132002.53602246867,468148.20397753164,468148.20397753164
673912.5699999996,205999.56581875036,467913.00418124924,467913.00418124924
520367.2100000003,52468.66970309932,467898.540296901,467898.540296901
606353.6399999994,139154.99206704894,467198.6479329505,467198.6479329505
856622.9799999997,389451.4057937667,467171.574206233,467171.574206233
890060.3999999993,423346.27376970963,466714.1262302897,466714.1262302897
836238.3899999999,369609.79793222836,466628.59206777153,466628.59206777153
503207.47000000015,37432.64786000227,465774.82213999785,465774.82213999785
614033.1600000001,148347.782059434,465685.37794056616,465685.37794056616
859085.2099999993,394188.68194494094,464896.5280550583,464896.5280550583
482077.08999999997,17349.882672853597,464727.2073271464,464727.2073271464
986788.7699999999,522495.1509561582,464293.6190438417,464293.6190438417
183066.77,647243.1451756661,-464176.37517566606,464176.37517566606
1105174.8700000006,641163.659079718,464011.2109202825,464011.2109202825
713127.7900000003,249460.7544552272,463667.0355447731,463667.0355447731
286537.8499999999,749832.6766769966,-463294.8266769967,463294.8266769967
959449.2199999999,496554.98551135615,462894.2344886437,462894.2344886437
687218.6400000005,224723.9206076789,462494.71939232154,462494.71939232154
617554.2000000002,155361.41754148074,462192.78245851945,462192.78245851945
649325.5699999996,188065.492036048,461260.0779639516,461260.0779639516
648076.3499999997,187057.74976406392,461018.6002359358,461018.6002359358
833037.5799999993,372732.28620562225,460305.293794377,460305.293794377
709361.6199999998,249501.5727563082,459860.0472436916,459860.0472436916
140109.10000000003,599709.5155188233,-459600.41551882325,459600.41551882325
1092074.96,633304.039077239,458770.92092276097,458770.92092276097
848425.0499999997,390408.4379569377,458016.612043062,458016.612043062
665094.8699999996,207807.52283031432,457287.3471696853,457287.3471696853
642230.2999999996,185062.99977778454,457167.300222215,457167.300222215
1092490.330000001,635599.9410615286,456890.3889384724,456890.3889384724
500045.26000000024,43751.94962917088,456293.31037082936,456293.31037082936
1361384.85,906250.4761440028,455134.37385599734,455134.37385599734
572130.9599999997,117095.64721175836,455035.31278824137,455035.31278824137
886464.7199999995,431555.0201215737,454909.6998784258,454909.6998784258
700090.3000000002,245180.97037830693,454909.32962169324,454909.32962169324
825576.8299999993,370989.32794419955,454587.5020557997,454587.5020557997
644908.8000000005,190477.6276180904,454431.17238191015,454431.17238191015
539665.7900000002,85601.62803457424,454064.16196542594,454064.16196542594
700578.2100000001,246632.56123756387,453945.64876243623,453945.64876243623
816541.71,363107.93779479293,453433.77220520703,453433.77220520703
707144.0399999996,253715.34050530358,453428.699494696,453428.699494696
1129215.1199999999,677553.9016164435,451661.21838355635,451661.21838355635
644655.2700000003,193003.4452092103,451651.82479079,451651.82479079
618384.3599999995,167083.644180709,451300.7158192905,451300.7158192905
544801.7999999999,93589.04663070217,451212.7533692978,451212.7533692978
720532.1700000003,269405.3940598065,451126.7759401938,451126.7759401938
258175.0399999999,708739.8232016973,-450564.7832016974,450564.7832016974
610174.9399999997,160496.53079798567,449678.40920201404,449678.40920201404
854935.6799999994,405488.9625805307,449446.7174194687,449446.7174194687
580711.3999999997,131408.45228746193,449302.9477125377,449302.9477125377
780358.5800000004,331273.5106701612,449085.0693298392,449085.0693298392
569951.4200000004,1018984.8624451187,-449033.44244511833,449033.44244511833
728585.2199999995,279811.3764395976,448773.84356040193,448773.84356040193
813687.9299999995,365330.4506156099,448357.4793843896,448357.4793843896
1024074.55,575838.1539791516,448236.3960208484,448236.3960208484
652441.5099999994,206617.50347425742,445824.006525742,445824.006525742
551298.9200000002,105520.85222729082,445778.06777270936,445778.06777270936
147246.92000000007,591691.4524179192,-444444.53241791914,444444.53241791914
972466.9600000007,528077.3709847893,444389.5890152113,444389.5890152113
1100680.9500000007,656364.2537550153,444316.69624498533,444316.69624498533
1224620.459999999,780464.6100411761,444155.84995882295,444155.84995882295
595640.5600000005,152431.5789682152,443208.9810317853,443208.9810317853
927960.8400000008,485314.48096547194,442646.35903452884,442646.35903452884
631179.8199999998,188719.48775570697,442460.33224429283,442460.33224429283
855433.7399999995,413145.84476489335,442287.8952351062,442287.8952351062
283177.5300000001,725009.2691660243,-441831.7391660242,441831.7391660242
506091.0600000004,64586.804645270815,441504.2553547296,441504.2553547296
678970.0099999998,237944.84250171643,441025.1674982833,441025.1674982833
1235518.2699999998,794549.1656834547,440969.10431654507,440969.10431654507
278233.4100000001,718755.1443453069,-440521.7343453068,440521.7343453068
540496.1799999997,100546.11249868205,439950.06750131765,439950.06750131765
174022.32000000015,613886.1613817916,-439863.8413817914,439863.8413817914
191811.93000000014,631668.599190893,-439856.66919089283,439856.66919089283
1090900.6900000002,651100.0211806236,439800.6688193766,439800.6688193766
1214581.379999999,775098.7040234266,439482.6759765723,439482.6759765723
511748.2499999999,72326.34462947854,439421.90537052136,439421.90537052136
987814.3399999999,548917.8918750221,438896.44812497776,438896.44812497776
302496.5999999999,741243.5034763074,-438746.90347630746,438746.90347630746
1321541.3900000001,882852.1120042177,438689.27799578244,438689.27799578244
926683.2600000006,488730.92082237295,437952.33917762764,437952.33917762764
822102.9200000002,384651.1895128142,437451.73048718594,437451.73048718594
778577.0900000003,341337.34370370425,437239.74629629607,437239.74629629607
230698.68999999983,667879.3651201893,-437180.67512018944,437180.67512018944
654913.1300000001,218209.94331520287,436703.1866847973,436703.1866847973
637439.8399999997,200752.83585608233,436687.0041439174,436687.0041439174
685456.2699999999,249406.1509227401,436050.1190772598,436050.1190772598
746284.5799999993,310461.1268536459,435823.45314635336,435823.45314635336
511897.5199999999,76153.38410519391,435744.135894806,435744.135894806
765829.6799999994,330252.0261628733,435577.65383712604,435577.65383712604
971391.2700000001,536047.5873820122,435343.682617988,435343.682617988
532374.0099999999,97190.11036100955,435183.89963899035,435183.89963899035
593283.0000000005,158223.19218939677,435059.8078106037,435059.8078106037
969368.1899999995,534536.7707562975,434831.41924370197,434831.41924370197
778349.7500000005,343771.15969930415,434578.5903006963,434578.5903006963
1002892.2699999992,568482.3268142194,434409.94318577985,434409.94318577985
595255.2999999996,161182.2751128985,434073.0248871011,434073.0248871011
1041644.6200000007,607697.2033357894,433947.4166642113,433947.4166642113
726912.8999999999,293579.536230604,433333.3637693959,433333.3637693959
767127.0999999997,333950.0487849649,433177.05121503485,433177.05121503485
911153.7000000002,479115.3619567607,432038.3380432395,432038.3380432395
786213.3299999998,354452.20461662265,431761.1253833772,431761.1253833772
1737627.2299999995,1307321.2699896616,430305.9600103379,430305.9600103379
599288.1599999996,169150.21130169416,430137.9486983054,430137.9486983054
764515.8499999996,334473.6125353032,430042.2374646964,430042.2374646964
722858.0100000005,292871.0190543367,429986.99094566377,429986.99094566377
683072.1499999996,253091.5000970721,429980.64990292746,429980.64990292746
602269.3499999997,172354.17224829568,429915.17775170406,429915.17775170406
888309.2300000003,458510.19036475074,429799.0396352496,429799.0396352496
708566.6999999996,278913.0179629605,429653.6820370391,429653.6820370391
902647.8700000007,473744.42347872054,428903.44652128016,428903.44652128016
756397.8800000001,327758.79423509503,428639.0857649051,428639.0857649051
813579.3899999994,385839.5746042464,427739.815395753,427739.815395753
968587.0899999994,541863.3638715022,426723.72612849716,426723.72612849716
531702.1499999996,105383.54754729007,426318.60245270946,426318.60245270946
717680.5000000005,291962.21982922277,425718.2801707777,425718.2801707777
465962.35000000015,891152.3649313843,-425190.0149313842,425190.0149313842
559619.4499999996,135264.1990418706,424355.250958129,424355.250958129
550839.8900000004,126637.25988920337,424202.630110797,424202.630110797
529038.0399999997,104925.00836484812,424113.0316351516,424113.0316351516
907562.6900000006,483579.6534636985,423983.0365363021,423983.0365363021
845570.7000000007,422226.44340927503,423344.2565907256,423344.2565907256
744336.8400000001,321120.09746784676,423216.7425321533,423216.7425321533
657674.4999999999,235799.55074401948,421874.94925598043,421874.94925598043
529845.7600000001,108318.77902997658,421526.98097002355,421526.98097002355
1068764.0999999992,647375.9379210329,421388.16207896627,421388.16207896627
1038464.4299999999,617100.4313967824,421363.99860321754,421363.99860321754
460513.69000000024,40340.022660268274,420173.66733973194,420173.66733973194
547210.48,127282.26905876747,419928.2109412325,419928.2109412325
579705.51,160075.5948925268,419629.9151074732,419629.9151074732
573409.4300000002,153851.80302628773,419557.62697371247,419557.62697371247
825705.3800000001,406192.99664442794,419512.3833555722,419512.3833555722
812739.1800000007,393298.3115069645,419440.86849303625,419440.86849303625
1174038.1100000008,754872.2165189239,419165.8934810769,419165.8934810769
621202.5899999997,202064.34519568455,419138.24480431515,419138.24480431515
772129.2400000002,353014.0803045327,419115.1596954675,419115.1596954675
411082.2600000002,829918.8879566328,-418836.6279566326,418836.6279566326
612385.9899999995,193620.76874492128,418765.2212550782,418765.2212550782
858997.5700000006,440594.31094632996,418403.2590536707,418403.2590536707
529607.9600000002,112474.87314428245,417133.08685571776,417133.08685571776
693716.9700000003,277203.6062106925,416513.3637893078,416513.3637893078
586605.1199999999,170172.7581915626,416432.3618084373,416432.3618084373
1064853.0500000005,648529.8001742824,416323.2498257181,416323.2498257181
568266.0800000004,152169.3106222293,416096.7693777711,416096.7693777711
598954.4800000003,183038.76106164072,415915.71893835964,415915.71893835964
586262.05,170559.04865237031,415703.0013476297,415703.0013476297
819613.9999999993,1234995.2426649316,-415381.2426649323,415381.2426649323
625631.4300000002,210292.3482179056,415339.08178209455,415339.08178209455
546018.3000000002,130718.54117454958,415299.75882545055,415299.75882545055
1105648.3700000008,690678.0478719715,414970.3221280293,414970.3221280293
593834.0800000002,179076.0445923656,414758.03540763457,414758.03540763457
611170.5699999995,196948.27471191614,414222.2952880834,414222.2952880834
1029058.4399999992,614892.2725095603,414166.1674904389,414166.1674904389
576875.6200000002,163193.6058883691,413682.01411163114,413682.01411163114
876525.6599999993,463002.3999007338,413523.26009926555,413523.26009926555
886552.1600000008,473695.8514483961,412856.30855160474,412856.30855160474
635556.9200000004,222829.5800224806,412727.3399775198,412727.3399775198
577303.7500000005,989824.2676079818,-412520.51760798134,412520.51760798134
652488.3300000004,239990.2907639366,412498.03923606384,412498.03923606384
772390.7399999998,359959.24815604015,412431.4918439596,412431.4918439596
636999.7300000004,224943.66916652274,412056.0608334777,412056.0608334777
502038.76000000007,90171.04200584955,411867.71799415053,411867.71799415053
493207.00000000006,81898.69520287288,411308.30479712714,411308.30479712714
612480.6499999998,201233.665895053,411246.9841049468,411246.9841049468
147753.3499999999,557956.4580095428,-410203.1080095429,410203.1080095429
1129371.610000001,719894.3272528828,409477.28274711827,409477.28274711827
630342.5800000003,220877.20563593673,409465.3743640636,409465.3743640636
609358.8299999996,200047.55254016473,409311.2774598349,409311.2774598349
661280.4999999998,252105.4967463446,409175.00325365516,409175.00325365516
708058.38,299163.1622249993,408895.2177750007,408895.2177750007
609852.6500000003,201078.62827889548,408774.02172110474,408774.02172110474
938620.1299999993,529921.2027343367,408698.9272656626,408698.9272656626
142884.86000000002,551268.3195561342,-408383.4595561342,408383.4595561342
598321.5100000001,190296.93299772296,408024.57700227713,408024.57700227713
599991.3300000001,192221.01923777885,407770.3107622212,407770.3107622212
646367.1399999997,238764.21524867447,407602.92475132516,407602.92475132516
669432.8699999994,262122.29497914878,407310.57502085064,407310.57502085064
568632.1099999996,161612.63002239596,407019.47997760365,407019.47997760365
990132.0100000004,583301.8648802877,406830.1451197127,406830.1451197127
860396.0700000003,453667.10136900994,406728.96863099036,406728.96863099036
672124.7099999997,265634.5806127869,406490.12938721286,406490.12938721286
613837.3699999995,207399.8931082631,406437.47689173644,406437.47689173644
768757.5699999994,362852.29750154563,405905.27249845373,405905.27249845373
928781.6400000001,523112.85256188683,405668.7874381133,405668.7874381133
878493.2600000004,472977.0708841195,405516.1891158809,405516.1891158809
674508.9700000004,269256.5874924353,405252.38250756514,405252.38250756514
655929.5700000001,250853.21277289357,405076.35722710646,405076.35722710646
530672.2,125651.9511443197,405020.2488556802,405020.2488556802
494624.64000000025,90009.26369485544,404615.3763051448,404615.3763051448
537813.71,133237.1511096599,404576.55889034003,404576.55889034003
992422.41,588153.1402961909,404269.2697038092,404269.2697038092
883088.0699999993,478819.2807291989,404268.78927080036,404268.78927080036
1022625.0000000001,618679.9419363397,403945.0580636604,403945.0580636604
727504.4800000002,323757.1308970895,403747.3491029107,403747.3491029107
710596.8099999997,307193.2945881041,403403.5154118956,403403.5154118956
112710.40000000002,515755.0579964264,-403044.6579964264,403044.6579964264
859128.9599999998,456198.48261255247,402930.4773874474,402930.4773874474
620882.9999999999,218020.80168135712,402862.1983186428,402862.1983186428
656788.4900000006,254856.1397716222,401932.3502283784,401932.3502283784
716955.6399999994,316061.483830545,400894.15616945445,400894.15616945445
622633.9799999996,221753.10268665085,400880.8773133488,400880.8773133488
770381.9700000001,369674.521924391,400707.4480756091,400707.4480756091
561243.7300000003,160618.43328068667,400625.29671931366,400625.29671931366
693573.5699999994,292987.7459315809,400585.8240684185,400585.8240684185
283182.56999999983,683569.4184480543,-400386.8484480545,400386.8484480545
585104.3399999999,184856.94056152963,400247.39943847025,400247.39943847025
70546.16999999998,470777.04681339423,-400230.87681339425,400230.87681339425
79306.83999999995,479081.2159509517,-399774.3759509517,399774.3759509517
927826.48,528067.5604412263,399758.91955877363,399758.91955877363
603193.5800000001,203517.06008590802,399676.51991409203,399676.51991409203
534317.7600000001,134649.41938716292,399668.34061283723,399668.34061283723
975931.8199999996,576328.7413860136,399603.078613986,399603.078613986
191385.07000000015,590530.4934618596,-399145.42346185946,399145.42346185946
535043.8200000002,135962.08085144864,399081.73914855154,399081.73914855154
455791.9999999999,56991.831387425744,398800.1686125741,398800.1686125741
525299.99,126637.25988920337,398662.73011079663,398662.73011079663
686808.8200000002,288432.24413435627,398376.5758656439,398376.5758656439
728511.6599999996,330596.0525534872,397915.6074465124,397915.6074465124
592789.5300000005,195570.95376545828,397218.5762345422,397218.5762345422
478068.45000000024,81069.96759572226,396998.482404278,396998.482404278
986539.9500000005,589626.2733298017,396913.6766701988,396913.6766701988
651445.7500000002,255792.3983073653,395653.3516926349,395653.3516926349
690247.5100000002,294668.8339399104,395578.67606008984,395578.67606008984
551037.2699999997,155951.6206649964,395085.6493350033,395085.6493350033
759846.7199999993,364782.6678892924,395064.05211070686,395064.05211070686
433916.76999999996,38869.882909309395,395046.88709069055,395046.88709069055
195638.69999999995,590307.2699340865,-394668.5699340865,394668.5699340865
733590.7200000002,339167.31329671014,394423.40670329006,394423.40670329006
561737.6599999996,167362.19073524978,394375.4692647498,394375.4692647498
601776.0000000002,207449.55794489596,394326.4420551043,394326.4420551043
1087340.7799999998,693102.6691227325,394238.1108772673,394238.1108772673
1728557.6,1334552.3582618372,394005.24173816293,394005.24173816293
801141.5100000004,407358.47519682866,393783.0348031717,393783.0348031717
928217.9000000005,534948.8284199054,393269.0715800951,393269.0715800951
97348.29000000001,490586.74607964867,-393238.4560796487,393238.4560796487
296025.05,689147.0786760921,-393122.0286760921,393122.0286760921
156342.15999999995,549106.0762477536,-392763.91624775366,392763.91624775366
626422.29,233723.31704692967,392698.97295307036,392698.97295307036
904485.1,512346.2558692256,392138.8441307744,392138.8441307744
552022.4599999996,944050.7080011603,-392028.2480011607,392028.2480011607
600813.4900000001,209690.34736838186,391123.14263161825,391123.14263161825
939181.3000000009,548253.5839884325,390927.7160115683,390927.7160115683
152261.30000000008,542121.6444181937,-389860.3444181937,389860.3444181937
559577.0900000004,169868.77690889145,389708.313091109,389708.313091109
718952.6499999997,329310.7824526064,389641.86754739325,389641.86754739325
547127.1500000001,157588.22799417115,389538.922005829,389538.922005829
650491.9999999998,261087.73689795786,389404.2631020419,389404.2631020419
1078243.3000000007,689662.490628046,388580.80937195476,388580.80937195476
536596.66,148041.70590437125,388554.9540956288,388554.9540956288
558157.6600000005,169964.07511011418,388193.5848898863,388193.5848898863
529401.5799999995,141239.32946224138,388162.2505377581,388162.2505377581
716118.6299999994,328216.1288810386,387902.50111896085,387902.50111896085
761127.7999999999,373245.67051186756,387882.12948813237,387882.12948813237
1197313.2099999993,809779.5675607966,387533.64243920264,387533.64243920264
521242.92000000016,134148.3410046271,387094.5789953731,387094.5789953731
674593.2400000003,287542.74205240025,387050.4979476001,387050.4979476001
778538.3000000006,391530.8058922992,387007.4941077014,387007.4941077014
965013.0299999996,578012.4511081728,387000.5788918268,387000.5788918268
560101.7500000002,173200.77050294165,386900.97949705855,386900.97949705855
1477553.4400000002,1090770.6048772924,386782.83512270777,386782.83512270777
898678.2800000005,512079.3543282748,386598.9256717257,386598.9256717257
776949.4699999994,390618.61431898794,386330.85568101145,386330.85568101145
687165.0500000003,300847.697305381,386317.3526946193,386317.3526946193
827370.5299999998,441281.1859405915,386089.3440594083,386089.3440594083
608173.9299999997,222293.16115779118,385880.76884220855,385880.76884220855
714006.7299999997,328172.461717947,385834.26828205277,385834.26828205277
1120051.6500000006,734520.6727098403,385530.97729016026,385530.97729016026
587721.9099999999,202637.23625456932,385084.6737454306,385084.6737454306
655937.9100000006,271228.95697690855,384708.95302309206,384708.95302309206
471966.7100000002,89110.71286376075,382855.9971362394,382855.9971362394
890772.1500000007,508041.8175448458,382730.3324551549,382730.3324551549
201860.95999999985,584564.1968817079,-382703.236881708,382703.236881708
245829.44000000018,628047.4285681314,-382217.98856813123,382217.98856813123
591467.0,209251.95503320266,382215.04496679734,382215.04496679734
664597.5399999996,282577.30792597064,382020.2320740289,382020.2320740289
541530.4900000003,160467.76125061535,381062.728749385,381062.728749385
1012267.2800000003,631210.0410274405,381057.2389725598,381057.2389725598
442927.63999999996,62224.427007875995,380703.21299212397,380703.21299212397
632051.5999999995,251785.68135813333,380265.9186418662,380265.9186418662
471396.3300000004,91511.52097288785,379884.80902711255,379884.80902711255
277445.63000000006,657038.3935672821,-379592.76356728206,379592.76356728206
529804.0599999999,150232.94636657197,379571.113633428,379571.113633428
653351.8400000005,273900.2789675707,379451.56103242986,379451.56103242986
588445.3499999996,209068.15188041388,379377.19811958575,379377.19811958575
704040.2900000003,324899.8749958825,379140.41500411776,379140.41500411776
1020979.03,641862.280600674,379116.74939932604,379116.74939932604
606293.6299999999,227262.42267766467,379031.2073223352,379031.2073223352
497413.3200000001,118852.8329363263,378560.4870636738,378560.4870636738
595192.46,216777.32931146136,378415.1306885386,378415.1306885386
575708.3800000005,197448.58972903184,378259.79027096863,378259.79027096863
489688.91999999975,111812.70166899591,377876.21833100385,377876.21833100385
542415.2599999998,164558.52808726765,377856.7319127321,377856.7319127321
454933.18999999977,77083.33377153106,377849.8562284687,377849.8562284687
535699.9499999995,157980.45149283414,377719.49850716535,377719.49850716535
551171.3600000001,173691.9935951996,377479.3664048005,377479.3664048005
865233.4499999993,487893.3444455061,377340.10555449314,377340.10555449314
537298.3900000004,160035.2981396104,377263.09186039,377263.09186039
983173.0700000001,605958.6437747387,377214.4262252614,377214.4262252614
731966.7299999996,354966.43127711845,377000.2987228812,377000.2987228812
390940.35000000027,767829.1053756496,-376888.7553756494,376888.7553756494
775050.4999999995,398258.0050524297,376792.49494756985,376792.49494756985
488463.37000000017,112118.8569169209,376344.51308307925,376344.51308307925
419428.14000000036,43130.19327835419,376297.9467216462,376297.9467216462
413831.7700000002,37707.66501588627,376124.10498411395,376124.10498411395
807566.0200000004,431729.4955847597,375836.5244152407,375836.5244152407
1068086.43,692254.2163434343,375832.21365656564,375832.21365656564
705270.9400000005,329866.7867493807,375404.1532506198,375404.1532506198
532582.5299999998,157251.26466275728,375331.2653372425,375331.2653372425
988221.6800000003,613304.0962734907,374917.5837265096,374917.5837265096
713270.77,338423.26794995315,374847.50205004687,374847.50205004687
604460.5799999998,229807.85727185864,374652.72272814123,374652.72272814123
630177.6299999997,255855.14540573102,374322.4845942686,374322.4845942686
895536.4500000005,521506.981044717,374029.4689552835,374029.4689552835
415841.1900000002,41848.64807935997,373992.5419206402,373992.5419206402
338201.5700000002,711931.0765627654,-373729.5065627652,373729.5065627652
143045.39999999988,516300.0960969851,-373254.69609698525,373254.69609698525
577241.9500000001,204121.82217268925,373120.1278273108,373120.1278273108
270149.17999999993,643026.5566126215,-372877.3766126216,372877.3766126216
536182.9699999999,163321.73691869376,372861.2330813061,372861.2330813061
682677.0999999995,309823.38034039875,372853.71965960076,372853.71965960076
580084.5499999996,207334.9571067792,372749.59289322037,372749.59289322037
725426.7099999995,353304.22790461965,372122.48209537985,372122.48209537985
591094.0700000001,219760.3542560108,371333.7157439893,371333.7157439893
867674.0500000003,496864.19801009627,370809.851989904,370809.851989904
563358.2799999999,192657.65055335904,370700.62944664084,370700.62944664084
539578.04,169100.28471583588,370477.75528416416,370477.75528416416
714418.5200000004,344168.28641694784,370250.2335830525,370250.2335830525
154862.88999999993,525005.4979741576,-370142.60797415767,370142.60797415767
531229.3900000004,161406.1192801579,369823.27071984246,369823.27071984246
709470.9999999995,339989.27410014084,369481.7258998587,369481.7258998587
572635.9399999996,203199.7851232494,369436.1548767502,369436.1548767502
597118.4300000003,227783.2075802615,369335.22241973877,369335.22241973877
673257.0100000004,304391.48891361774,368865.5210863826,368865.5210863826
505350.8000000003,136740.43639257835,368610.3636074219,368610.3636074219
218665.23999999987,585761.2306889801,-367095.9906889802,367095.9906889802
168890.86000000007,535979.379384841,-367088.51938484085,367088.51938484085
447820.9,81101.22355563518,366719.6764443648,366719.6764443648
519082.02999999985,152379.7270914456,366702.30290855427,366702.30290855427
1662811.729999999,1296181.9080504526,366629.82194954646,366629.82194954646
100943.98999999993,467514.9014866417,-366570.9114866418,366570.9114866418
466986.57999999967,100490.01528545289,366496.5647145468,366496.5647145468
585024.7999999999,218655.7283562911,366369.07164370886,366369.07164370886
577900.83,211657.86281027104,366242.9671897289,366242.9671897289
1193495.889999999,827308.2052658391,366187.68473415985,366187.68473415985
338225.9300000003,704265.9269802307,-366039.99698023044,366039.99698023044
452503.15000000043,86583.16075857167,365919.9892414288,365919.9892414288
392450.3600000003,26668.91227786887,365781.4477221314,365781.4477221314
468584.0000000002,102802.94501437512,365781.0549856251,365781.0549856251
536384.4100000003,170808.98401693263,365575.4259830676,365575.4259830676
603914.1199999998,238606.63213335513,365307.48786664463,365307.48786664463
552560.9999999997,187427.31662821854,365133.68337178114,365133.68337178114
89768.13000000008,454658.71195951215,-364890.5819595121,364890.5819595121
828574.37,464023.9990869139,364550.3709130861,364550.3709130861
677787.3799999994,313300.55678809347,364486.82321190595,364486.82321190595
689696.6200000003,325423.20696925226,364273.4130307481,364273.4130307481
1231305.1799999995,867150.760567542,364154.4194324574,364154.4194324574
203662.24000000014,567748.3211809866,-364086.0811809865,364086.0811809865
711808.2200000002,347749.134858622,364059.0851413782,364059.0851413782
658856.8699999994,294872.6091087347,363984.2608912647,363984.2608912647
199494.37999999995,563218.3199053835,-363723.93990538357,363723.93990538357
925379.2900000002,562190.6720766507,363188.6179233495,363188.6179233495
1014997.3700000001,652058.3894783775,362938.9805216226,362938.9805216226
566244.9999999999,203449.92864974332,362795.07135025656,362795.07135025656
1247959.350000001,885572.8147594732,362386.5352405278,362386.5352405278
679101.5999999994,316887.2798050694,362214.32019493,362214.32019493
516023.9300000004,153844.2342395264,362179.69576047396,362179.69576047396
816933.9799999994,454820.94121257507,362113.03878742433,362113.03878742433
486232.6899999996,124806.64789802872,361426.0421019709,361426.0421019709
612244.0500000003,250850.20336868643,361393.84663131385,361393.84663131385
1190812.1300000006,829676.5762754256,361135.553724575,361135.553724575
395338.0000000003,756410.6263685619,-361072.6263685616,361072.6263685616
579724.4800000003,218742.98402252505,360981.4959774753,360981.4959774753
492792.19999999995,131933.6641656215,360858.53583437845,360858.53583437845
248763.8200000001,609267.5473608383,-360503.7273608382,360503.7273608382
403022.50000000006,43039.68512231901,359982.814877681,359982.814877681
531731.5800000003,171787.28024787278,359944.2997521275,359944.2997521275
723438.9599999994,363766.79245202703,359672.16754797235,359672.16754797235
445848.0199999998,86720.8444963211,359127.1755036787,359127.1755036787
564763.4200000003,205843.07328921065,358920.3467107896,358920.3467107896
466105.01000000036,107252.32019434555,358852.6898056548,358852.6898056548
460252.05999999976,101420.6786727435,358831.38132725627,358831.38132725627
759077.9099999997,400323.8716210972,358754.0383789025,358754.0383789025
1023792.7000000002,665498.5530678092,358294.146932191,358294.146932191
1340713.819999999,982553.0166288662,358160.8033711327,358160.8033711327
700011.8899999999,341940.7158926567,358071.1741073432,358071.1741073432
399018.6599999999,40995.18021538338,358023.47978461656,358023.47978461656
496028.4100000002,138176.1919432063,357852.2180567939,357852.2180567939
674702.1000000001,316885.1920154719,357816.90798452817,357816.90798452817
596223.7000000001,238549.91995443404,357673.78004556603,357673.78004556603
627334.0700000003,269721.365032964,357612.7049670363,357612.7049670363
832884.5200000004,475844.32655518467,357040.1934448157,357040.1934448157
194623.74999999997,551443.1324296921,-356819.3824296921,356819.3824296921
493878.2599999999,137169.73360715658,356708.52639284334,356708.52639284334
648579.9299999999,292483.5686068872,356096.36139311275,356096.36139311275
646699.3199999998,290644.3424900701,356054.97750992974,356054.97750992974
307046.4400000001,663028.0019578347,-355981.5619578346,355981.5619578346
490354.1900000003,134819.27537644707,355534.9146235532,355534.9146235532
150470.39000000013,506003.61899247864,-355533.2289924785,355533.2289924785
796983.0000000001,441914.4041890001,355068.59581100004,355068.59581100004
621319.8499999995,266915.1887384503,354404.6612615492,354404.6612615492
254313.25000000003,608696.184417324,-354382.934417324,354382.934417324
797524.7000000001,443427.8106237337,354096.8893762664,354096.8893762664
700447.7199999995,346500.47594207694,353947.24405792257,353947.24405792257
606175.3600000001,252492.65178979596,353682.70821020415,353682.70821020415
483964.9999999999,131165.74979211902,352799.25020788086,352799.25020788086
947101.5799999994,594309.9579796263,352791.6220203731,352791.6220203731
447061.99999999994,94339.10158670653,352722.8984132934,352722.8984132934
529677.4800000003,177032.92632004517,352644.5536799552,352644.5536799552
617305.5100000004,264767.66341039044,352537.8465896099,352537.8465896099
276882.2799999999,629415.7337985955,-352533.4537985956,352533.4537985956
721922.8700000002,369400.1420783913,352522.72792160895,352522.72792160895
483060.12999999983,130601.30483247721,352458.82516752265,352458.82516752265
874856.8900000005,522531.29317503795,352325.59682496253,352325.59682496253
825184.8799999993,472954.964951919,352229.9150480803,352229.9150480803
185190.55000000002,537173.6194947404,-351983.06949474034,351983.06949474034
549146.5600000003,197938.32328617905,351208.23671382124,351208.23671382124
574361.66,223163.34273511698,351198.3172648831,351198.3172648831
471089.07999999984,120343.24537581451,350745.83462418534,350745.83462418534
1169484.6700000004,818861.5336439632,350623.1363560372,350623.1363560372
495945.5599999997,145407.20394846104,350538.35605153866,350538.35605153866
517832.31999999995,167717.31163137066,350115.00836862926,350115.00836862926
610871.2600000004,260788.7847688929,350082.47523110744,350082.47523110744
423146.6,73640.03274227277,349506.5672577272,349506.5672577272
516807.18000000034,167341.32111974905,349465.8588802513,349465.8588802513
493757.8900000002,144300.93540867418,349456.954591326,349456.954591326
261217.3199999999,610161.3322935678,-348944.01229356794,348944.01229356794
1862051.8500000013,1514009.122034965,348042.7279650362,348042.7279650362
